,Anti-social behaviour,Bicycle theft,Burglary,Criminal damage and arson,Drugs,Location,Other crime,Other theft,Possession of weapons,Public order,Robbery,Shoplifting,Theft from the person,Time,Vehicle crime,Violence and sexual offences,Latitude,Longitude
1362,3471.0,114,2037.0,2336,547,West Yorkshire Police,542,1920,161,2245,346.0,1443,350,1548979200.0,1716,8931,53.944327,-1.886875
1363,1193.0,60,203.0,416,105,Wiltshire Police,63,347,30,214,19.0,409,21,1548979200.0,198,1215,51.634046,-1.720719
1364,2844.0,265,840.0,1347,227,Avon and Somerset Constabulary,147,1153,78,1493,149.0,975,119,1551398400.0,925,4355,51.415233,-2.497799
1365,1065.0,73,593.0,433,132,Bedfordshire Police,85,457,51,379,89.0,324,61,1551398400.0,564,1568,52.224664,-0.533857
1366,1404.0,380,529.0,629,150,Cambridgeshire Constabulary,122,617,59,413,65.0,437,97,1551398400.0,599,1792,52.228485,0.136532
1367,1805.0,101,309.0,734,150,Cheshire Constabulary,151,529,37,1419,51.0,555,55,1551398400.0,295,2836,53.335696,-2.028703
1368,137.0,30,28.0,23,41,City of London Police,12,257,5,36,13.0,102,48,1551398400.0,10,137,51.517577,-0.098062
1369,2759.0,71,470.0,821,103,Cleveland Police,161,504,54,360,45.0,657,38,1551398400.0,337,2149,54.71119,-1.235446
1370,618.0,19,178.0,499,80,Cumbria Constabulary,78,274,34,298,12.0,224,15,1551398400.0,111,1702,54.877725,-3.380599
1371,3521.0,60,511.0,716,204,Derbyshire Constabulary,117,532,74,288,71.0,599,67,1551398400.0,448,2138,53.099173,-1.376719
1372,3033.0,59,415.0,1275,380,Devon & Cornwall Police,166,699,93,617,53.0,569,59,1551398400.0,401,3757,50.827132,-4.543901
1373,1785.0,58,384.0,515,113,Dorset Police,58,489,31,254,28.0,346,37,1551398400.0,317,1761,50.771593,-1.896978
1374,1398.0,68,475.0,823,145,Durham Constabulary,160,492,33,415,17.0,441,28,1551398400.0,284,2417,54.89599,-1.732115
1375,804.0,12,127.0,341,168,Dyfed-Powys Police,61,242,22,169,2.0,141,7,1551398400.0,75,1222,52.101675,-4.059557
1376,3611.0,157,1041.0,1438,466,Essex Police,320,1177,156,1399,189.0,971,112,1551398400.0,1374,6110,51.636915,0.407541
1377,1652.0,65,316.0,392,98,Gloucestershire Constabulary,44,305,26,134,25.0,244,39,1551398400.0,350,954,51.908526,-2.088146
1378,5427.0,270,2464.0,2955,781,Greater Manchester Police,652,2225,445,3428,645.0,1692,758,1551398400.0,2850,9344,53.619073,-2.423752
1379,934.0,44,351.0,744,123,Gwent Police,81,330,25,572,24.0,277,28,1551398400.0,335,1267,51.802661,-3.210621
1380,921.0,248,916.0,1514,352,Hampshire Constabulary,237,1020,170,1190,120.0,1035,85,1551398400.0,896,5053,51.357251,-1.133567
1381,2058.0,114,493.0,702,314,Hertfordshire Constabulary,193,749,72,555,89.0,828,114,1551398400.0,790,2442,51.776773,-0.008469
1382,1396.0,150,729.0,1095,106,Humberside Police,178,611,37,771,76.0,1060,41,1551398400.0,548,3119,54.103989,-0.201317
1383,2668.0,127,1000.0,1869,288,Kent Police,436,1327,170,1261,195.0,1141,131,1551398400.0,1307,6553,51.18331,0.937911
1384,4287.0,90,1039.0,1620,222,Lancashire Constabulary,253,1345,106,1020,99.0,857,96,1551398400.0,851,5849,53.770335,-2.474098
1385,968.0,143,676.0,866,202,Leicestershire Police,176,709,76,692,89.0,516,141,1551398400.0,794,2680,52.626506,-1.201724
1386,1014.0,69,369.0,564,198,Lincolnshire Police,106,418,61,347,34.0,472,25,1551398400.0,228,1969,53.051902,0.084476
1387,2346.0,112,770.0,1225,839,Merseyside Police,316,821,99,1049,114.0,703,178,1551398400.0,783,4254,53.486621,-2.875002
1388,18814.0,1463,7212.0,4994,4041,Metropolitan Police Service,952,11343,725,4412,3200.0,3736,5148,1551398400.0,10805,19963,51.593835,0.145888
1389,1279.0,95,298.0,674,228,Norfolk Constabulary,130,492,70,516,45.0,384,57,1551398400.0,225,2280,52.745153,0.946326
1390,993.0,37,323.0,565,117,North Wales Police,121,401,31,493,19.0,442,20,1551398400.0,151,2358,53.31958,-3.811975
1391,1917.0,80,317.0,502,158,North Yorkshire Police,78,399,22,215,30.0,455,34,1551398400.0,162,1549,54.113705,-2.513759
1392,1626.0,54,572.0,554,145,Northamptonshire Police,127,400,53,272,71.0,439,56,1551398400.0,802,2177,52.502162,-0.690547
1393,4319.0,48,576.0,1448,720,Police Service of Northern Ireland,242,1132,96,91,76.0,591,50,1551398400.0,335,3409,54.59497,-5.922687
1394,3861.0,149,720.0,1891,323,Northumbria Police,283,1385,134,1858,64.0,1313,143,1551398400.0,801,4795,54.967838,-1.754552
1395,2405.0,173,573.0,1000,448,Nottinghamshire Police,253,896,122,637,114.0,1048,179,1551398400.0,653,3346,53.145769,-1.268696
1396,2272.0,125,469.0,1021,323,South Wales Police,194,830,56,1018,28.0,938,83,1551398400.0,617,3687,51.637363,-3.648881
1397,2990.0,76,1352.0,1518,300,South Yorkshire Police,369,1091,134,1037,131.0,847,133,1551398400.0,1190,4091,53.59872,-1.461068
1398,2986.0,67,439.0,785,149,Staffordshire Police,139,619,70,338,58.0,660,45,1551398400.0,398,2895,52.769868,-1.943961
1399,678.0,84,285.0,507,142,Suffolk Constabulary,88,406,62,409,41.0,345,33,1551398400.0,266,1959,52.160886,0.71043
1400,1778.0,94,579.0,866,253,Surrey Police,139,754,78,620,39.0,412,48,1551398400.0,616,2202,51.407868,-0.370967
1401,2316.0,191,674.0,1256,344,Sussex Police,210,1059,169,889,108.0,741,138,1551398400.0,721,3816,50.84423,-0.244128
1402,2157.0,354,1019.0,1534,465,Thames Valley Police,301,1647,161,661,131.0,1229,256,1551398400.0,1527,4765,51.998128,-0.985426
1403,1059.0,45,317.0,384,93,Warwickshire Police,59,356,31,193,46.0,266,38,1551398400.0,346,1297,52.639577,-1.636309
1404,3185.0,88,606.0,1003,216,West Mercia Police,135,714,89,440,82.0,687,54,1551398400.0,506,3147,52.432283,-2.10837
1405,3173.0,218,2265.0,2150,483,West Midlands Police,368,1738,305,1399,893.0,1546,310,1551398400.0,2922,8246,52.594185,-1.838265
1406,3382.0,151,2133.0,2494,650,West Yorkshire Police,600,2115,244,2449,349.0,1606,383,1551398400.0,1827,10251,53.944327,-1.886875
1407,1308.0,55,240.0,467,97,Wiltshire Police,72,351,33,239,29.0,408,49,1551398400.0,203,1397,51.634046,-1.720719
1408,2759.0,245,817.0,1323,237,Avon and Somerset Constabulary,153,1093,80,1617,152.0,890,128,1554073200.0,935,4179,51.415233,-2.497799
1409,1129.0,62,450.0,433,110,Bedfordshire Police,80,454,51,419,57.0,312,43,1554073200.0,501,1475,52.224664,-0.533857
1410,1505.0,351,408.0,685,136,Cambridgeshire Constabulary,104,565,49,404,49.0,432,77,1554073200.0,588,1741,52.228485,0.136532
1411,2013.0,108,336.0,732,166,Cheshire Constabulary,166,598,45,1243,36.0,518,38,1554073200.0,288,2821,53.335696,-2.028703
1412,99.0,52,28.0,21,47,City of London Police,9,317,5,43,10.0,74,38,1554073200.0,8,100,51.517577,-0.098062
1413,2735.0,76,469.0,843,134,Cleveland Police,167,545,51,442,49.0,673,37,1554073200.0,288,1999,54.71119,-1.235446
1414,759.0,22,180.0,517,68,Cumbria Constabulary,62,281,34,319,5.0,169,9,1554073200.0,79,1505,54.877725,-3.380599
1415,3250.0,66,530.0,731,185,Derbyshire Constabulary,106,562,70,290,68.0,509,78,1554073200.0,368,2118,53.099173,-1.376719
1416,3170.0,51,410.0,1186,347,Devon & Cornwall Police,161,746,88,630,68.0,561,70,1554073200.0,323,3492,50.827132,-4.543901
1417,1921.0,95,345.0,577,109,Dorset Police,49,471,25,283,26.0,318,33,1554073200.0,319,1817,50.771593,-1.896978
1418,1495.0,25,334.0,805,151,Durham Constabulary,120,494,29,411,21.0,418,30,1554073200.0,261,2255,54.89599,-1.732115
1419,831.0,13,143.0,378,181,Dyfed-Powys Police,73,212,16,207,3.0,139,9,1554073200.0,75,1316,52.101675,-4.059557
1420,3580.0,180,871.0,1394,459,Essex Police,322,1148,137,1297,128.0,909,115,1554073200.0,1345,5689,51.636915,0.407541
1421,1680.0,65,275.0,348,99,Gloucestershire Constabulary,41,264,24,138,18.0,212,21,1554073200.0,287,1061,51.908526,-2.088146
1422,5848.0,290,2160.0,2964,575,Greater Manchester Police,688,2268,398,3493,649.0,1413,580,1554073200.0,2510,8867,53.619073,-2.423752
1423,1026.0,33,303.0,858,122,Gwent Police,103,374,14,659,24.0,264,24,1554073200.0,268,1190,51.802661,-3.210621
1424,946.0,234,812.0,1427,335,Hampshire Constabulary,220,969,115,1186,113.0,945,101,1554073200.0,911,4744,51.357251,-1.133567
1425,2195.0,133,514.0,770,311,Hertfordshire Constabulary,132,791,71,528,57.0,813,102,1554073200.0,703,2254,51.776773,-0.008469
1426,1417.0,166,649.0,1038,108,Humberside Police,178,654,34,744,61.0,857,48,1554073200.0,420,2722,54.103989,-0.201317
1427,2909.0,156,961.0,1905,305,Kent Police,535,1603,136,1335,155.0,1408,145,1554073200.0,1500,6980,51.18331,0.937911
1428,4883.0,107,1003.0,1554,203,Lancashire Constabulary,240,1459,73,1066,126.0,808,88,1554073200.0,843,5604,53.770335,-2.474098
1429,1096.0,107,654.0,869,263,Leicestershire Police,182,608,72,714,94.0,457,78,1554073200.0,859,2564,52.626506,-1.201724
1430,1103.0,75,352.0,566,171,Lincolnshire Police,112,492,59,399,32.0,425,26,1554073200.0,316,2083,53.051902,0.084476
1431,2534.0,136,716.0,1289,764,Merseyside Police,195,790,108,1021,92.0,617,183,1554073200.0,791,3988,53.486621,-2.875002
1432,19433.0,1626,6291.0,4585,3403,Metropolitan Police Service,847,11183,522,4057,3403.0,3501,4828,1554073200.0,9705,18474,51.593835,0.145888
1433,1309.0,121,285.0,672,209,Norfolk Constabulary,141,498,62,465,28.0,354,58,1554073200.0,296,2030,52.745153,0.946326
1434,1086.0,53,297.0,681,111,North Wales Police,91,420,34,532,18.0,379,18,1554073200.0,209,2482,53.31958,-3.811975
1435,1935.0,81,357.0,512,150,North Yorkshire Police,84,391,33,269,20.0,412,30,1554073200.0,173,1488,54.113705,-2.513759
1436,1685.0,68,452.0,507,114,Northamptonshire Police,134,416,53,205,77.0,362,44,1554073200.0,561,1960,52.502162,-0.690547
1437,4964.0,70,556.0,1552,667,Police Service of Northern Ireland,213,1126,97,98,59.0,542,49,1554073200.0,328,3135,54.59497,-5.922687
1438,4109.0,133,706.0,1849,292,Northumbria Police,242,1213,130,1784,67.0,1160,150,1554073200.0,703,4453,54.967838,-1.754552
1439,2639.0,160,565.0,1103,338,Nottinghamshire Police,250,866,114,654,106.0,919,144,1554073200.0,685,3063,53.145769,-1.268696
1440,2435.0,137,558.0,1030,316,South Wales Police,220,855,67,1010,43.0,931,110,1554073200.0,620,3455,51.637363,-3.648881
1441,2918.0,74,1235.0,1569,292,South Yorkshire Police,318,1088,142,1072,137.0,914,155,1554073200.0,1087,3913,53.59872,-1.461068
1442,3093.0,54,295.0,677,125,Staffordshire Police,108,485,43,302,62.0,569,37,1554073200.0,359,2682,52.769868,-1.943961
1443,707.0,75,257.0,505,136,Suffolk Constabulary,91,379,40,412,53.0,306,33,1554073200.0,278,1811,52.160886,0.71043
1444,1695.0,95,461.0,848,219,Surrey Police,148,727,54,681,38.0,366,54,1554073200.0,505,2036,51.407868,-0.370967
1445,2581.0,196,635.0,1148,334,Sussex Police,229,1016,161,874,121.0,589,102,1554073200.0,748,3703,50.84423,-0.244128
1446,2421.0,425,837.0,1578,486,Thames Valley Police,272,1635,133,685,139.0,1111,226,1554073200.0,1474,4318,51.998128,-0.985426
1447,1019.0,45,372.0,346,76,Warwickshire Police,57,405,36,182,55.0,296,30,1554073200.0,360,1257,52.639577,-1.636309
1448,3244.0,76,528.0,808,174,West Mercia Police,111,718,68,433,58.0,655,60,1554073200.0,466,2950,52.432283,-2.10837
1449,3200.0,231,2161.0,2059,427,West Midlands Police,331,1670,239,1312,735.0,1491,238,1554073200.0,2559,7717,52.594185,-1.838265
1450,3853.0,173,1959.0,2591,591,West Yorkshire Police,636,1988,224,2483,250.0,1435,328,1554073200.0,1749,9525,53.944327,-1.886875
1451,1328.0,70,217.0,451,107,Wiltshire Police,47,388,40,199,25.0,345,22,1554073200.0,227,1350,51.634046,-1.720719
1452,2983.0,245,827.0,1343,272,Avon and Somerset Constabulary,176,1246,81,1838,163.0,977,86,1556665200.0,883,4178,51.415233,-2.497799
1453,1196.0,71,342.0,420,140,Bedfordshire Police,85,415,48,500,60.0,324,49,1556665200.0,499,1645,52.224664,-0.533857
1454,1435.0,408,395.0,646,126,Cambridgeshire Constabulary,126,640,53,474,52.0,451,69,1556665200.0,469,1812,52.228485,0.136532
1455,1993.0,138,430.0,774,157,Cheshire Constabulary,122,549,38,955,29.0,527,56,1556665200.0,305,2700,53.335696,-2.028703
1456,75.0,45,34.0,23,32,City of London Police,12,234,3,28,11.0,83,50,1556665200.0,9,72,51.517577,-0.098062
1457,2489.0,66,461.0,796,163,Cleveland Police,169,502,34,430,57.0,565,51,1556665200.0,314,2177,54.71119,-1.235446
1458,691.0,14,182.0,523,68,Cumbria Constabulary,58,261,28,364,11.0,187,8,1556665200.0,75,1452,54.877725,-3.380599
1459,3166.0,98,502.0,698,202,Derbyshire Constabulary,141,644,82,459,64.0,441,61,1556665200.0,424,2526,53.099173,-1.376719
1460,3392.0,62,403.0,1175,408,Devon & Cornwall Police,159,780,105,695,43.0,474,72,1556665200.0,435,3876,50.827132,-4.543901
1461,1952.0,102,304.0,563,131,Dorset Police,48,483,41,272,31.0,278,42,1556665200.0,386,1884,50.771593,-1.896978
1462,1440.0,28,318.0,693,133,Durham Constabulary,109,391,36,364,17.0,480,29,1556665200.0,205,1870,54.89599,-1.732115
1463,983.0,10,138.0,374,187,Dyfed-Powys Police,65,239,29,206,8.0,143,3,1556665200.0,85,1370,52.101675,-4.059557
1464,3836.0,180,971.0,1533,451,Essex Police,363,1157,126,1325,158.0,993,109,1556665200.0,1348,6096,51.636915,0.407541
1465,1680.0,89,257.0,438,103,Gloucestershire Constabulary,50,380,24,159,41.0,288,40,1556665200.0,296,1087,51.908526,-2.088146
1466,5670.0,366,2225.0,2889,633,Greater Manchester Police,701,2415,353,3482,577.0,1568,471,1556665200.0,2600,9436,53.619073,-2.423752
1467,1043.0,33,200.0,203,111,Gwent Police,95,374,15,654,29.0,259,27,1556665200.0,241,1310,51.802661,-3.210621
1468,934.0,298,792.0,1453,354,Hampshire Constabulary,209,997,172,1267,114.0,827,88,1556665200.0,936,5120,51.357251,-1.133567
1469,2246.0,150,442.0,785,209,Hertfordshire Constabulary,187,823,68,563,97.0,947,179,1556665200.0,725,2499,51.776773,-0.008469
1470,1385.0,165,660.0,1072,111,Humberside Police,199,639,44,798,60.0,910,48,1556665200.0,451,2943,54.103989,-0.201317
1471,3053.0,128,916.0,1962,302,Kent Police,568,1428,119,1432,194.0,1182,89,1556665200.0,1195,7194,51.18331,0.937911
1472,4937.0,102,1014.0,1688,197,Lancashire Constabulary,227,1440,83,972,106.0,784,105,1556665200.0,905,5490,53.770335,-2.474098
1473,1101.0,169,611.0,949,466,Leicestershire Police,172,773,75,668,95.0,467,81,1556665200.0,847,2627,52.626506,-1.201724
1474,1095.0,92,339.0,576,163,Lincolnshire Police,107,487,48,431,33.0,497,21,1556665200.0,246,2237,53.051902,0.084476
1475,2640.0,132,782.0,1238,792,Merseyside Police,223,849,65,1077,101.0,680,207,1556665200.0,775,4259,53.486621,-2.875002
1476,20910.0,1918,6360.0,4824,3550,Metropolitan Police Service,944,11372,587,4516,3300.0,3934,4303,1556665200.0,9728,19897,51.593835,0.145888
1477,1340.0,119,272.0,681,211,Norfolk Constabulary,168,497,61,523,39.0,376,59,1556665200.0,257,2186,52.745153,0.946326
1478,1167.0,46,290.0,675,107,North Wales Police,116,402,28,560,27.0,367,28,1556665200.0,190,2285,53.31958,-3.811975
1479,1999.0,74,312.0,483,159,North Yorkshire Police,104,413,34,240,11.0,404,57,1556665200.0,197,1583,54.113705,-2.513759
1480,1718.0,75,437.0,545,124,Northamptonshire Police,107,421,48,224,83.0,392,48,1556665200.0,577,2026,52.502162,-0.690547
1481,4956.0,92,529.0,1548,671,Police Service of Northern Ireland,183,1163,87,89,48.0,592,45,1556665200.0,262,3425,54.59497,-5.922687
1482,4099.0,133,684.0,101,321,Northumbria Police,295,1287,125,1790,34.0,1166,164,1556665200.0,747,4486,54.967838,-1.754552
1483,2832.0,191,564.0,1054,460,Nottinghamshire Police,263,767,116,714,114.0,928,93,1556665200.0,668,3181,53.145769,-1.268696
1484,2593.0,151,510.0,1134,363,South Wales Police,192,884,54,1197,61.0,1045,78,1556665200.0,644,3647,51.637363,-3.648881
1485,2975.0,100,1168.0,1449,265,South Yorkshire Police,358,1143,137,996,147.0,848,139,1556665200.0,1039,4249,53.59872,-1.461068
1486,3071.0,92,557.0,1041,191,Staffordshire Police,181,874,82,382,81.0,858,77,1556665200.0,610,2941,52.769868,-1.943961
1487,669.0,94,316.0,543,119,Suffolk Constabulary,105,430,41,391,42.0,372,55,1556665200.0,258,1902,52.160886,0.71043
1488,1774.0,131,424.0,807,219,Surrey Police,148,775,56,679,39.0,339,48,1556665200.0,471,2144,51.407868,-0.370967
1489,2823.0,292,632.0,1186,306,Sussex Police,195,994,173,1025,100.0,691,96,1556665200.0,709,3894,50.84423,-0.244128
1490,2790.0,625,892.0,1663,525,Thames Valley Police,275,1609,109,727,138.0,1198,245,1556665200.0,1563,4660,51.998128,-0.985426
1491,1196.0,67,310.0,364,65,Warwickshire Police,49,398,53,176,30.0,332,46,1556665200.0,365,1289,52.639577,-1.636309
1492,3445.0,75,533.0,799,180,West Mercia Police,107,747,122,446,47.0,704,59,1556665200.0,442,3015,52.432283,-2.10837
1493,3199.0,248,2071.0,2061,452,West Midlands Police,399,1783,230,1440,711.0,1410,262,1556665200.0,2746,7796,52.594185,-1.838265
1494,3733.0,178,1758.0,2528,573,West Yorkshire Police,645,2036,218,2737,300.0,1382,343,1556665200.0,1733,10164,53.944327,-1.886875
1495,1465.0,93,237.0,583,99,Wiltshire Police,56,350,42,288,43.0,434,27,1556665200.0,198,1390,51.634046,-1.720719
1496,3008.0,267,792.0,1234,297,Avon and Somerset Constabulary,184,1264,102,1787,155.0,959,118,1559343600.0,920,4454,51.415233,-2.497799
1497,1266.0,79,346.0,469,90,Bedfordshire Police,77,394,40,426,79.0,279,64,1559343600.0,464,1600,52.224664,-0.533857
1498,1452.0,480,437.0,688,147,Cambridgeshire Constabulary,115,616,59,549,53.0,439,90,1559343600.0,497,2022,52.228485,0.136532
1499,1796.0,118,355.0,681,142,Cheshire Constabulary,125,530,25,949,36.0,489,45,1559343600.0,263,2785,53.335696,-2.028703
1500,,46,27.0,24,47,City of London Police,19,279,9,32,22.0,102,76,1559343600.0,14,113,51.517577,-0.098062
1501,2624.0,60,406.0,801,143,Cleveland Police,150,442,52,448,41.0,622,79,1559343600.0,333,2152,54.71119,-1.235446
1502,718.0,28,192.0,454,67,Cumbria Constabulary,78,271,20,335,12.0,211,19,1559343600.0,97,1459,54.877725,-3.380599
1503,2572.0,120,538.0,777,178,Derbyshire Constabulary,181,633,78,674,68.0,461,53,1559343600.0,444,3346,53.099173,-1.376719
1504,3122.0,73,385.0,1124,386,Devon & Cornwall Police,178,714,100,634,68.0,508,89,1559343600.0,347,3869,50.827132,-4.543901
1505,1876.0,114,294.0,524,104,Dorset Police,57,495,23,258,34.0,277,36,1559343600.0,392,1739,50.771593,-1.896978
1506,1588.0,37,284.0,744,129,Durham Constabulary,160,442,22,434,11.0,432,37,1559343600.0,256,2436,54.89599,-1.732115
1507,937.0,12,155.0,333,149,Dyfed-Powys Police,81,218,19,166,4.0,148,9,1559343600.0,98,1157,52.101675,-4.059557
1508,3858.0,205,874.0,1404,417,Essex Police,359,1033,111,1298,117.0,864,86,1559343600.0,1231,5930,51.636915,0.407541
1509,1713.0,82,229.0,422,126,Gloucestershire Constabulary,42,355,22,180,28.0,244,29,1559343600.0,244,1126,51.908526,-2.088146
1510,5631.0,317,2055.0,2714,657,Greater Manchester Police,641,2125,324,3309,463.0,1479,718,1559343600.0,2339,9286,53.619073,-2.423752
1511,916.0,28,217.0,122,115,Gwent Police,81,340,17,630,23.0,274,23,1559343600.0,222,1301,51.802661,-3.210621
1512,882.0,306,842.0,1327,340,Hampshire Constabulary,242,1025,135,1342,90.0,959,87,1559343600.0,981,5093,51.357251,-1.133567
1513,2469.0,137,436.0,787,292,Hertfordshire Constabulary,158,751,69,570,102.0,827,124,1559343600.0,768,2413,51.776773,-0.008469
1514,1278.0,154,642.0,1013,114,Humberside Police,216,569,53,776,69.0,775,47,1559343600.0,488,2976,54.103989,-0.201317
1515,3184.0,101,809.0,1629,270,Kent Police,466,1342,108,1327,142.0,1009,123,1559343600.0,986,7005,51.18331,0.937911
1516,4798.0,132,999.0,1673,188,Lancashire Constabulary,195,1363,77,986,108.0,644,106,1559343600.0,863,5405,53.770335,-2.474098
1517,1192.0,137,675.0,880,229,Leicestershire Police,149,756,87,687,90.0,402,108,1559343600.0,875,2584,52.626506,-1.201724
1518,1160.0,98,316.0,572,136,Lincolnshire Police,125,443,36,444,23.0,496,33,1559343600.0,280,2165,53.051902,0.084476
1519,2517.0,119,683.0,1163,835,Merseyside Police,237,793,87,959,111.0,623,220,1559343600.0,704,4246,53.486621,-2.875002
1520,22075.0,1920,6311.0,4596,3736,Metropolitan Police Service,867,10641,504,4458,3138.0,3723,4425,1559343600.0,9687,19861,51.593835,0.145888
1521,1385.0,89,294.0,659,240,Norfolk Constabulary,147,423,65,549,38.0,383,40,1559343600.0,176,2275,52.745153,0.946326
1522,1145.0,44,280.0,665,89,North Wales Police,84,425,37,462,16.0,340,20,1559343600.0,149,2250,53.31958,-3.811975
1523,1959.0,95,303.0,497,150,North Yorkshire Police,80,392,29,297,17.0,395,51,1559343600.0,176,1602,54.113705,-2.513759
1524,1567.0,90,416.0,517,122,Northamptonshire Police,148,472,54,263,73.0,327,45,1559343600.0,435,2188,52.502162,-0.690547
1525,5085.0,121,449.0,1430,603,Police Service of Northern Ireland,240,1081,94,108,53.0,539,61,1559343600.0,247,3543,54.59497,-5.922687
1526,4060.0,135,623.0,93,259,Northumbria Police,255,1291,123,1739,39.0,1059,137,1559343600.0,664,4592,54.967838,-1.754552
1527,2771.0,192,657.0,950,419,Nottinghamshire Police,225,882,93,662,96.0,985,139,1559343600.0,667,3249,53.145769,-1.268696
1528,2394.0,189,486.0,1029,348,South Wales Police,195,819,55,1172,51.0,828,84,1559343600.0,710,3708,51.637363,-3.648881
